SK_ID_CURR,PAYMENT_RATE,EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,DAYS_BIRTH,DAYS_ID_PUBLISH,DAYS_ID_PUBLISH.1,DAYS_REGISTRATION,DAYS_EMPLOYED,DAYS_EMPLOYED_PERC,AMT_GOODS_PRICE,AMT_CREDIT,AMT_ANNUITY,ANNUITY_INCOME_PERC,REGION_POPULATION_RELATIVE
419574,0.0451854304635761,0.4206109640437848,0.1868533514220309,0.4114143653717491,-11272,-3706,-3706,-3676.0,-518.0,0.0459545777146912,679500.0,679500.0,30703.5,0.2966521739130435,0.020713
219900,0.05,0.5424451438613613,0.3713033572841749,0.6094248048274068,-15536,-4258,-4258,-4591.0,-1686.0,0.1085221421215242,135000.0,135000.0,6750.0,0.06,0.002042
297012,0.1065924876700172,0.6161216908872079,0.5678405813048116,0.4500565219229005,-11165,-1220,-1220,-688.0,-1133.0,0.1014778325123152,238500.0,263686.5,28107.0,0.24984,0.031329
215750,0.0554583333333333,0.3233112448967859,0.7030293274914626,0.5196804487370358,-17699,-1248,-1248,-8779.0,-7817.0,0.4416633708119102,108000.0,108000.0,5989.5,0.0380285714285714,0.010643
210857,0.05,0.6109913280868294,0.3362886506804328,0.7752346225543706,-15815,-5178,-5178,-2647.0,-4771.0,0.3016756244072083,450000.0,450000.0,22500.0,0.078125,0.018209
332358,0.1204568399798081,0.5172965813614878,0.4429150699882209,0.1309574853291931,-8930,-1505,-1505,-8897.0,-1350.0,0.1511758118701008,63000.0,71316.0,8590.5,0.1060555555555555,0.020713
366856,0.0730019139387539,0.2115507642052577,0.6022048824879419,0.5776024331967694,-11483,-4055,-4055,-5830.0,-1045.0,0.0910040930070539,445500.0,545472.0,39820.5,0.160890909090909,0.0196889999999999
182296,0.05,0.6313545365850379,0.6052339965422155,0.7269966896302464,-16251,-4779,-4779,-10261.0,-1259.0,0.0774721555596578,135000.0,135000.0,6750.0,0.015,0.04622
297969,0.0512228571428571,0.178760465484575,0.6523336298337122,0.6116842765354469,-12589,-3501,-3501,-516.0,-2029.0,0.1611724521407578,787500.0,787500.0,40338.0,0.2422702702702702,0.0145199999999999
100731,0.05,0.6785676886853644,0.7322716558393321,0.4948451471160607,-13830,-5257,-5257,-3446.0,-1123.0,0.0812002892263196,270000.0,270000.0,13500.0,0.12,0.035792
265006,0.061758548499651,0.2636468134452008,0.5943319995299323,0.1564959663899697,-10057,-1911,-1911,-1884.0,-1690.0,0.1680421596897683,166500.0,219249.0,13540.5,0.12036,0.008625
406775,0.0674081632653061,0.4686596550493113,0.6878867740301216,0.7685140420549637,-13820,-2886,-2886,-2403.0,-1799.0,0.1301736613603473,220500.0,220500.0,14863.5,0.03303,0.072508
202989,0.0389359208127116,0.2735646775174348,0.6777189158477637,0.1630792862817629,-14434,-4496,-4496,-7205.0,-1335.0,0.0924899542746293,495000.0,691020.0,26905.5,0.1708285714285714,0.032561
167469,0.0604173622704507,0.5638350489514956,0.5710574238953018,0.391567808009008,-15336,-5069,-5069,-3245.0,-3622.0,0.2361763171622326,225000.0,269550.0,16285.5,0.2412666666666666,0.001333
389613,0.0641749006871622,0.5370699579791587,0.6427214865316639,0.5844838302317313,-13770,-5293,-5293,-860.0,-5298.0,0.3847494553376906,454500.0,490495.5,31477.5,0.2331666666666666,0.030755
379633,0.0425455845548802,0.7209441499436497,0.5469712101291455,0.7290410194910016,-18438,-1986,-1986,-7741.0,-7840.0,0.425208807896735,652500.0,730017.0,31059.0,0.1437916666666666,0.015221
345809,0.0293886036475887,0.4812493411434029,0.5903558665758692,0.3766426231232876,-15128,-4205,-4205,-7666.0,-2061.0,0.1362374405076679,715500.0,857169.0,25191.0,0.1599428571428571,0.0196889999999999
423367,0.05135,0.7850520263728172,0.3489206206972365,0.3500044337190287,-9907,-2595,-2595,-1183.0,-2466.0,0.2489149086504491,450000.0,450000.0,23107.5,0.5135,0.01885
449549,0.0322583333333333,0.4794489811780563,0.6890499307279135,0.4858788263582907,-14380,-4059,-4059,-5891.0,-7059.0,0.4908901251738525,540000.0,540000.0,17419.5,0.0645166666666666,0.015221
425200,0.0653672214182344,0.4382813743111921,0.7453632839467711,0.8368719087732066,-12967,-3035,-3035,-1028.0,-1303.0,0.1004858486928356,450000.0,497520.0,32521.5,0.14454,0.04622
100149,0.0488787330392214,0.0920128093981064,0.1644631394414229,0.0531827887508412,-9203,-1639,-1639,-1642.0,-481.0,0.0522655655764424,445500.0,539590.5,26374.5,0.1542368421052631,0.030755
393645,0.035575,0.3217352821966848,0.3666954840864055,0.7784891969203162,-17833,-1086,-1086,-8915.0,-620.0,0.0347670049907474,900000.0,900000.0,32017.5,0.1185833333333333,0.028663
104629,0.051205,0.3233112448967859,0.6957146962919043,0.3471602266347577,-13465,-4264,-4264,-2463.0,-839.0,0.0623096917935388,900000.0,900000.0,46084.5,0.1280125,0.016612
440237,0.0482346741612506,0.4188542886233217,0.4125701144314339,0.7419011304087347,-16562,-116,-116,-5445.0,-2692.0,0.1625407559473493,900000.0,1024740.0,49428.0,0.10984,0.00823
154918,0.05,0.0724966767537821,0.4900971638671047,0.4736920222934986,-9341,-1071,-1071,-4215.0,-226.0,0.0241944117332191,180000.0,180000.0,9000.0,0.0571428571428571,0.005002
312283,0.0533907627473157,0.6848276586890367,0.2639415062743462,0.2604765668671684,-11137,-1943,-1943,-468.0,-729.0,0.0654574840621352,1098000.0,1161774.0,62028.0,0.5105185185185185,0.00496
110205,0.0534102330041584,0.6512602186973006,0.6239199836331529,0.7100980755502453,-16108,-4400,-4400,-9775.0,-806.0,0.050037248572138,922500.0,976077.0,52132.5,0.289625,0.010276
166599,0.11926,0.2807895743848605,0.7283567019606116,0.3341724797142812,-11009,-2725,-2725,-3569.0,-366.0,0.0332455263875011,225000.0,225000.0,26833.5,0.1703714285714285,0.026392
110645,0.0264417582417582,0.7776594425716818,0.5358196521767449,0.1424767783283606,-11884,-4555,-4555,-389.0,-526.0,0.0442611915180074,2047500.0,2047500.0,54139.5,0.2797906976744186,0.0116569999999999
205964,0.0534053484389408,0.4365064990977374,0.7416141120355924,0.5325898170879578,-13255,-3915,-3915,-7385.0,-2532.0,0.1910222557525462,922500.0,1024785.0,54729.0,0.193047619047619,0.006629
125683,0.0331633466135458,0.3825018041447388,0.4701662466534951,0.3526534884809468,-11505,-3572,-3572,-503.0,-368.0,0.0319860930030421,1129500.0,1129500.0,37458.0,0.2378285714285714,0.008575
429643,0.0483616231038911,0.4686596550493113,0.5687687038442358,0.1590128485346995,-10852,-3529,-3529,-5651.0,-2904.0,0.2676004423147807,463500.0,518562.0,25078.5,0.1238444444444444,0.018801
300433,0.0706460418562329,0.501075160239048,0.7751465686679216,0.4610400437305283,-14485,-3527,-3527,-1391.0,-7932.0,0.5476009665170867,112500.0,123637.5,8734.5,0.09705,0.010276
108759,0.1027230211110625,0.7597121819739279,0.5942476398450505,0.5217828385846383,-17274,-833,-833,-9551.0,-612.0,0.0354289683918027,477000.0,514777.5,52879.5,0.3917,0.032561
113431,0.1081978798586572,0.3944954053123993,0.6041101256702387,0.1562149589804898,-9233,-1888,-1888,-3971.0,-526.0,0.0569695656882919,225000.0,254700.0,27558.0,0.1531,0.035792
364517,0.042470504111548,0.7862666146611379,0.2196887210518197,0.3863429829980366,-18193,-1749,-1749,-2431.0,-10440.0,0.5738470840433134,1125000.0,1258650.0,53455.5,0.3299722222222222,0.020246
363573,0.0651193093900154,0.4920600938649263,0.5664716723716176,0.4410818159221562,-11129,-3822,-3822,-122.0,-1623.0,0.1458352053194357,238500.0,276277.5,17991.0,0.1332666666666666,0.010032
378548,0.05,0.5954562029091491,0.4710052347250543,0.0591089313687909,-10792,-3390,-3390,-4580.0,-492.0,0.0455893254262416,180000.0,180000.0,9000.0,0.1,0.018801
141259,0.0542466666666666,0.5937175866150576,0.5079938037065433,0.5728075329412503,-14297,-1405,-1405,-5635.0,-2952.0,0.2064768832622228,675000.0,675000.0,36616.5,0.3129615384615384,0.015221
175008,0.10304,0.6058362647264226,0.5345467334446772,0.3594672163540448,-16151,-3729,-3729,-5550.0,-5216.0,0.322952139186428,225000.0,225000.0,23184.0,0.10304,0.001276
134887,0.05,0.4489622731076524,0.104917912908287,0.3096437209518535,-13815,-4386,-4386,-4356.0,-213.0,0.0154180238870792,270000.0,270000.0,13500.0,0.2,0.019101
249175,0.0292380952380952,0.6971469077844458,0.6590672203426373,0.7821078630192314,-15382,-4457,-4457,-9317.0,-5817.0,0.3781692887790924,1039500.0,1039500.0,30393.0,0.1929714285714285,0.009334
231196,0.0293621707186978,0.7001838506835805,0.7353172929931434,0.5942450276539337,-15286,-4979,-4979,-4203.0,-5941.0,0.3886562867983776,913500.0,1046142.0,30717.0,0.0758444444444444,0.014464
306065,0.0606785220994475,0.6347055309763198,0.7553934155826734,0.1936845998568552,-10103,-1428,-1428,-9131.0,-2562.0,0.2535880431554984,450000.0,521280.0,31630.5,0.1562,0.0035409999999999
258911,0.03226,0.4507472818545589,0.4942017672417048,0.6776454584874261,-19508,-2869,-2869,-7738.0,-4337.0,0.222319048595448,675000.0,675000.0,21775.5,0.4839,0.010556
375094,0.0510571428571428,0.4206109640437848,0.4970607275632262,0.2967481813300121,-13680,-1763,-1763,-4595.0,-2426.0,0.1773391812865497,630000.0,630000.0,32166.0,0.1299636363636363,0.022625
317297,0.0348439340400471,0.6894791426446275,0.6759779146378695,0.4815167774661568,-14947,-6145,-6145,-6075.0,-8259.0,0.5525523516424701,1350000.0,1528200.0,53248.5,0.23666,0.009549
185368,0.0794055201698513,0.4992720153045617,0.4578213919993965,0.2112506889605826,-12994,-1928,-1928,-1898.0,-4078.0,0.3138371556102817,135000.0,148365.0,11781.0,0.0969629629629629,0.01885
247449,0.0367348358375069,0.3689687382528466,0.7162699869700193,0.4549137273238685,-13070,-5163,-5163,-5583.0,-2892.0,0.2212700841622035,540000.0,646920.0,23764.5,0.1173555555555555,0.04622
441401,0.1080731858590035,0.7713615919194317,0.5541244529819497,0.6543178980953283,-13998,-2748,-2748,-2683.0,-1952.0,0.1394484926418059,315000.0,348264.0,37638.0,0.33456,0.035792
185722,0.03226,0.2032521136204725,0.6512765195475121,0.3597440642042672,-18380,-1895,-1895,-1213.0,-919.0,0.05,675000.0,675000.0,21775.5,0.1613,0.020246
296536,0.0515358931552587,0.41534714488434,0.1604848531405259,0.3924610915151823,-17348,-905,-905,-46.0,-868.0,0.0500345861194373,225000.0,269550.0,13891.5,0.11025,0.030755
433122,0.0408954880294659,0.1963339662134567,0.626563902880986,0.2320250758949865,-11093,-3757,-3757,-5386.0,-265.0,0.0238889389705219,675000.0,781920.0,31977.0,0.2368666666666666,0.01885
240656,0.0362568409133798,0.6430255641096323,0.2922929338929419,0.2811753846429581,-13489,-4667,-4667,-3283.0,-3934.0,0.2916450441100155,315000.0,381528.0,13833.0,0.12296,0.007114
389919,0.0293572621035058,0.5226973172821112,0.540548076768791,0.2805023260531202,-9199,-1879,-1879,-3786.0,-1885.0,0.2049135775627785,900000.0,1078200.0,31653.0,0.2930833333333333,0.04622
106596,0.0294304635761589,0.6496203111237195,0.4938628680119328,0.5282458924400879,-13203,-4443,-4443,-3698.0,-1995.0,0.1511020222676664,679500.0,679500.0,19998.0,0.3703333333333333,0.00702
375047,0.0387456784930264,0.2837118826350007,0.7266617133577509,0.4462177471159625,-12061,-4736,-4736,-5309.0,-289.0,0.0239615288947848,571500.0,684657.0,26527.5,0.166056338028169,0.030755
147529,0.0263772954924874,0.2091546988410069,0.6245970453149523,0.3662437077800026,-15190,-3457,-3457,-338.0,-199.0,0.0131007241606319,697500.0,835605.0,22041.0,0.0576235294117647,0.00733
392418,0.0546366594360086,0.524496446363472,0.3678490206293625,0.3032692687133177,-12678,-1989,-1989,-6797.0,-871.0,0.0687016879634011,225000.0,331920.0,18135.0,0.1343333333333333,0.007305
376010,0.0485544030015449,0.7136313997323308,0.5899962095223239,0.5493692198124962,-15000,-3842,-3842,-2926.0,-2974.0,0.1982666666666666,193500.0,285453.0,13860.0,0.154,0.020246
299772,0.0293572621035058,0.3774042489507649,0.5330937516601588,0.5421817023163661,-13180,-3206,-3206,-7074.0,-1438.0,0.1091047040971168,900000.0,1078200.0,31653.0,0.2344666666666666,0.010147
120431,0.0546443370165745,0.6545292802242897,0.479125016950704,0.5440746352941693,-15059,-4601,-4601,-945.0,-235.0,0.0156052858755561,315000.0,364896.0,19939.5,0.1477,0.00496
325511,0.0292374769653245,0.6785676886853644,0.690439768594282,0.7036105839254346,-12549,-4298,-4298,-4191.0,-5086.0,0.405291258267591,1305000.0,1494486.0,43695.0,0.3236666666666666,0.014464
383748,0.0645952380952381,0.7380196196295241,0.5182422803154607,0.6552270476051546,-10910,-3564,-3564,-4347.0,-3618.0,0.3316223648029331,189000.0,189000.0,12208.5,0.0645952380952381,0.026392
196541,0.0488771466314399,0.5656079814115492,0.4652611520775358,0.4531760996165098,-13206,-2694,-2694,-7262.0,-2655.0,0.2010449795547478,450000.0,545040.0,26640.0,0.1691428571428571,0.00702
135554,0.1060082872928176,0.5549467685334323,0.7032621149516091,0.7094261496121302,-19016,-2557,-2557,-11447.0,-579.0,0.0304480437526293,112500.0,130320.0,13815.0,0.0558181818181818,0.072508
231465,0.0264868913857677,0.5388627065779676,0.6393047336039849,0.7262978810836209,-11588,-2241,-2241,-2200.0,-1214.0,0.1047635484984466,1201500.0,1201500.0,31824.0,0.0884,0.019101
359090,0.0653484147952443,0.100151820337239,0.5702108926356315,0.104786726190494,-16829,-194,-194,-163.0,-493.0,0.0292946699150276,450000.0,545040.0,35617.5,0.1319166666666666,0.018634
236081,0.0749597315436241,0.4170996682522097,0.6803164286328254,0.6391895104411798,-16313,-4333,-4333,-3788.0,-3200.0,0.1961625697296634,670500.0,670500.0,50260.5,0.11169,0.014464
270360,0.1133092090473324,0.6430255641096323,0.8013519659748238,0.7288419114276614,-10914,-3560,-3560,-2238.0,-234.0,0.0214403518416712,571500.0,620536.5,70312.5,0.390625,0.010006
452614,0.05449081803005,0.3927738606031339,0.7438745893475476,0.3924273695907552,-15057,-5635,-5635,-5498.0,-447.0,0.0296871886830045,450000.0,539100.0,29376.0,0.075906976744186,0.072508
382305,0.0463366932450729,0.8128226070575616,0.5256028109225759,0.732489718618688,-22456,-4761,-4761,-6062.0,-14850.0,0.6612931955824723,454500.0,508495.5,23562.0,0.1745333333333333,0.009549
168015,0.0264640291721973,0.7992967832109371,0.4104465603011748,0.6908691614183301,-18003,-1564,-1564,-7932.0,-10453.0,0.5806254513136699,1354500.0,1515415.5,40104.0,0.2546285714285714,0.025164
284428,0.0483,0.6577838002083306,0.2496912051800906,0.0936035538429207,-10439,-1716,-1716,-9465.0,-211.0,0.0202126640482804,675000.0,675000.0,32602.5,0.2415,0.020713
325143,0.0950894574836475,0.6528965519806539,0.6275662134770998,0.8175937800234166,-18444,-1910,-1910,-2881.0,-626.0,0.0339405768813706,900000.0,935640.0,88969.5,0.2471375,0.018801
137586,0.0719745222929936,0.5549467685334323,0.7298166123910099,0.5166591302805968,-19592,-2364,-2364,-5271.0,-2931.0,0.1496018783176806,135000.0,148365.0,10678.5,0.08475,0.018209
422029,0.0992334479015919,0.6178261467332483,0.5397278954452489,0.64829548463991,-13142,-4584,-4584,-3155.0,-2483.0,0.188936234971846,360000.0,398016.0,39496.5,0.219425,0.020246
142602,0.05,0.5046813193144684,0.4871356510208891,0.2594426331534186,-13883,-4845,-4845,-1867.0,-2750.0,0.1980839876107469,135000.0,135000.0,6750.0,0.02,0.006629
300779,0.0512783376274907,0.6940926425266661,0.4656583309616035,0.4141076104287497,-12325,-692,-692,-5459.0,-627.0,0.0508722109533468,477000.0,590337.0,30271.5,0.2587307692307692,0.020713
181413,0.0609737158830609,0.5902333386185574,0.4339885586017759,0.6102261462658136,-15131,-2173,-2173,-11686.0,-2687.0,0.1775824466327407,193500.0,231813.0,14134.5,0.0766097560975609,0.010032
256029,0.0287965616045845,0.3328505641648731,0.5328379245053012,0.4154293385887046,-15633,-4280,-4280,-9736.0,-999.0,0.0639032815198618,675000.0,942300.0,27135.0,0.201,0.022625
439734,0.0276381177932212,0.3706496323299817,0.5284372870503857,0.4251206144444032,-9627,-1076,-1076,-4082.0,-182.0,0.0189051625636231,774000.0,927252.0,25627.5,0.1139,0.030755
279089,0.08555,0.6848276586890367,0.5375976893542143,0.5376386282312925,-12813,-4736,-4736,-908.0,-1102.0,0.0860063997502536,450000.0,450000.0,38497.5,0.2851666666666667,0.018209
348832,0.0275725,0.6690566947824041,0.5474100840910763,0.5727815764983183,-13089,-4691,-4691,-7052.0,-497.0,0.037970815188326,1800000.0,1800000.0,49630.5,0.1838166666666666,0.010643
124320,0.03323125,0.2594676548211199,0.4636185020648536,0.2135545508266508,-9608,-2196,-2196,-259.0,-955.0,0.0993963363863447,720000.0,720000.0,23926.5,0.1772333333333333,0.008068
430001,0.0359174311926605,0.7570690154522959,0.5995617428726017,0.424770680924515,-14354,-4382,-4382,-7678.0,-2530.0,0.1762574892016162,490500.0,490500.0,17617.5,0.1566,0.035792
336402,0.0797996661101836,0.7121551551910698,0.6273464123480861,0.302248575558402,-15703,-1761,-1761,-1372.0,-5023.0,0.3198751830860345,45000.0,53910.0,4302.0,0.0478,0.01885
420044,0.05,0.6109913280868294,0.6379168773456432,0.5858571130775335,-12645,-4191,-4191,-2468.0,-2605.0,0.2060102807433768,202500.0,202500.0,10125.0,0.0803571428571428,0.031329
285406,0.0324568725653867,0.5388627065779676,0.5314714095358904,0.6258084224133798,-19774,-3309,-3309,-3652.0,-4423.0,0.223677556387175,540000.0,646920.0,20997.0,0.11665,0.005084
287153,0.0991678726483357,0.3506958432829587,0.7719750187425147,0.8808874738173754,-23129,-2613,-2613,-3209.0,-2286.0,0.098836957931601,450000.0,497520.0,49338.0,0.0730933333333333,0.072508
282750,0.0263764705882352,0.5656079814115492,0.4490961821829921,0.6937087653711443,-13504,-4595,-4595,-1835.0,-2180.0,0.1614336492890995,1147500.0,1147500.0,30267.0,0.13452,0.0088659999999999
261937,0.0672392205962907,0.6195277080511546,0.7015113526564043,0.8013922576356898,-13668,-919,-919,-2135.0,-1395.0,0.1020632133450395,868500.0,920088.0,61866.0,0.3928,0.01885
379400,0.1130871960091457,0.213966852261798,0.5737389074369389,0.2612827700846473,-11917,-4091,-4091,-2176.0,-3051.0,0.2560208106066963,306000.0,346392.0,39172.5,0.2418055555555555,0.030755
394205,0.0275828571428571,0.2055981385493208,0.5273909150020534,0.1877056853130233,-9674,-2367,-2367,-828.0,-1275.0,0.1317965681207359,1575000.0,1575000.0,43443.0,0.1755272727272727,0.026392
400817,0.0558316831683168,0.6006575372857061,0.6201257310621757,0.7339663243587724,-15364,-4775,-4775,-2563.0,-5883.0,0.3829080968497787,454500.0,454500.0,25375.5,0.28195,0.01885
222190,0.0442243457194944,0.6279908192952864,0.4347998474151848,0.4814196764106689,-14080,-5139,-5139,-8211.0,-4959.0,0.3522017045454545,585000.0,735579.0,32530.5,0.1721190476190476,0.020246
434020,0.0304428522099447,0.7503751495159068,0.5671159924995481,0.7738685681194304,-16927,-472,-472,-5462.0,-1203.0,0.0710698883440656,900000.0,1042560.0,31738.5,0.1567333333333333,0.007114
454748,0.05,0.4543210601605785,0.6764375554184685,0.8046153057243761,-17512,-1045,-1045,-3874.0,-608.0,0.0347190497944266,540000.0,540000.0,27000.0,0.06,0.010006
323045,0.0373394875436416,0.1929422277169508,0.6906547229944023,0.1085643982458381,-10900,-1022,-1022,-615.0,-164.0,0.015045871559633,346500.0,456273.0,17037.0,0.1262,0.00702
337898,0.0293366666666666,0.6706517530862718,0.6588903088251123,0.5253218077472587,-15115,-6111,-6111,-154.0,-5551.0,0.3672510750909692,1350000.0,1350000.0,39604.5,0.2514571428571429,0.009549
